bag_time_ns,data
1658228236018153472,0.218104765
1658228236038869248,0.218078956
1658228236059367936,0.218052983
1658228236079370496,0.218353733
1658228236098141184,0.218325973
1658228236118397696,0.218492135
1658228236139042048,0.218457550
1658228236158254080,0.218421325
1658228236178680576,0.220971555
1658228236198570496,0.221051484
1658228236218519296,0.225930601
1658228236239074048,0.226184055
1658228236260254976,0.226427168
1658228236278439936,0.227617204
1658228236298836480,0.227889910
1658228236318315520,0.223424762
1658228236338703616,0.223530814
1658228236358132480,0.223643363
1658228236378675200,0.228391707
1658228236399106560,0.228669211
1658228236418428416,0.218286812
1658228236438789376,0.218150556
1658228236459231488,0.218017220
1658228236483157760,0.224663451
1658228236498701056,0.224792674
1658228236519158784,0.226413175
1658228236539210240,0.226593286
1658228236558304768,0.226768211
1658228236578265856,0.224402085
1658228236599329280,0.224481106
1658228236619100160,0.224934891
1658228236638782720,0.225033313
1658228236660300032,0.225135475
1658228236678820352,0.223454207
1658228236698318080,0.223485470
1658228236718478336,0.216532573
1658228236738765568,0.216290876
1658228236759127040,0.216053605
1658228236778197504,0.217988029
1658228236798785792,0.217836455
1658228236818053632,0.215466350
1658228236838521856,0.215231240
1658228236859973888,0.214991093
1658228236878694656,0.220597088
1658228236898927104,0.220547050
1658228236918555904,0.215739518
1658228236939583744,0.215531796
1658228236958381056,0.215336174
1658228236978058496,0.217812210
1658228236998501632,0.217711240
1658228237018827520,0.216752216
1658228237038449152,0.216607586
1658228237060058880,0.216457412
1658228237079670272,0.217902243
1658228237099149568,0.217806280
1658228237118401536,0.212621599
1658228237138997248,0.212343320
1658228237158368000,0.212069586
1658228237178679040,0.215635434
1658228237198321152,0.215494812
1658228237218662912,0.216950938
1658228237238836992,0.216891810
1658228237259321344,0.216838554
1658228237279520256,0.220186993
1658228237298478592,0.220240712
1658228237318785024,0.215976253
1658228237338552576,0.215840101
1658228237359102208,0.215704054
1658228237379010304,0.214038461
1658228237399221248,0.213866681
1658228237418566144,0.218558609
1658228237438738688,0.218571320
1658228237459590912,0.218576804
1658228237478631680,0.221763149
1658228237499424512,0.221867189
1658228237518978304,0.218020126
1658228237538946560,0.217990786
1658228237558539520,0.217968673
1658228237579278848,0.223173544
1658228237598672384,0.223340482
1658228237618892544,0.220591351
1658228237638435840,0.220635325
1658228237660036864,0.220675901
1658228237679196928,0.223981231
1658228237698711040,0.224155411
1658228237719262208,0.223338842
1658228237738554112,0.223475769
1658228237758083584,0.223608956
1658228237779685376,0.221781522
1658228237798381056,0.221836105
1658228237818743040,0.223179191
1658228237838392064,0.223290384
1658228237859797760,0.223406300
1658228237878743808,0.227724805
1658228237898968320,0.227996126
1658228237918331392,0.225821853
1658228237939277056,0.225987196
1658228237958513920,0.226152033
1658228237979180032,0.224144265
1658228237999217408,0.224233955
1658228238018756096,0.223663792
1658228238039185408,0.223728821
1658228238059578624,0.223791331
1658228238078889216,0.220361605
1658228238098250752,0.220288575
1658228238118483456,0.216706291
1658228238138344448,0.216506168
1658228238158812416,0.216306433
1658228238178218752,0.215770707
1658228238197356032,0.215554029
1658228238218882048,0.215488270
1658228238238206208,0.215271622
1658228238260032768,0.215054125
1658228238278306560,0.214018136
1658228238298516480,0.213775188
1658228238318929152,0.214704603
1658228238338773504,0.214505851
1658228238358103808,0.214304760
1658228238379572224,0.215621322
1658228238398497024,0.215478465
1658228238418407680,0.215735927
1658228238438964480,0.215613410
1658228238459496448,0.215491593
1658228238477702144,0.217608958
1658228238499104256,0.217565924
1658228238518225408,0.215730548
1658228238539137280,0.215617612
1658228238558480640,0.215505913
1658228238578546688,0.222500026
1658228238597708288,0.222655267
1658228238618123008,0.218475908
1658228238638719488,0.218464300
1658228238658964736,0.218449205
1658228238679693056,0.221647397
1658228238698895616,0.221751735
1658228238719120128,0.220345169
1658228238739276800,0.220395431
1658228238758119424,0.220446125
1658228238778841088,0.226326987
1658228238798334720,0.226591825
1658228238818797056,0.222254604
1658228238838117376,0.222338289
1658228238859583232,0.222422987
1658228238879133184,0.225421801
1658228238898540032,0.225620538
1658228238918786560,0.221609667
1658228238938231552,0.221647412
1658228238958753024,0.221681774
1658228238977418752,0.222486362
1658228238998852608,0.222548664
1658228239018538752,0.219902962
1658228239038909440,0.219861433
1658228239059300608,0.219817534
1658228239078785792,0.219014376
1658228239098333952,0.218944043
1658228239118646272,0.220375717
1658228239138954240,0.220362216
1658228239157722112,0.220349520
1658228239178816768,0.219324395
1658228239199142144,0.219273195
1658228239218291200,0.225962177
1658228239238943488,0.226158395
1658228239260014592,0.226352766
1658228239278229760,0.220656738
1658228239297640192,0.220629245
1658228239319092480,0.225955114
1658228239338732800,0.226125687
1658228239358379008,0.226293564
1658228239377598464,0.216838509
1658228239398827008,0.216648713
1658228239418168064,0.213020459
1658228239437882624,0.212702721
1658228239459535104,0.212386265
1658228239478873088,0.210734144
1658228239498100224,0.210367829
1658228239517923840,0.211076349
1658228239538956800,0.210746691
1658228239557436160,0.210416734
1658228239577984512,0.215442106
1658228239598283008,0.215313613
1658228239619169280,0.216923729
1658228239637369344,0.216860503
1658228239659056896,0.216796234
1658228239677947648,0.219585806
1658228239698518016,0.219624415
1658228239717839872,0.216856062
1658228239738531328,0.216788113
1658228239758748416,0.216720775
1658228239778126336,0.220764160
1658228239798088960,0.220850393
1658228239817897728,0.213348523
1658228239838288384,0.213145152
1658228239860141568,0.212942570
1658228239878753792,0.226045623
1658228239898372096,0.226336643
1658228239918547712,0.222247377
1658228239938044672,0.222370654
1658228239957646848,0.222494736
1658228239978145792,0.223769501
1658228239998518784,0.223936766
1658228240018865664,0.224439889
1658228240038264576,0.224617064
1658228240059714560,0.224789813
1658228240078134272,0.225443020
1658228240098518784,0.225627899
1658228240117751040,0.222192109
1658228240139050240,0.222241729
1658228240158889216,0.222291797
1658228240178198528,0.222165704
1658228240197460992,0.222205684
1658228240218848768,0.224487588
1658228240237325056,0.224611148
1658228240259960064,0.224735796
1658228240279658752,0.224023581
1658228240299313152,0.224113986
1658228240318291968,0.216471940
1658228240337941504,0.216268763
1658228240358220544,0.216064140
1658228240378632448,0.216894761
1658228240398838528,0.216725498
1658228240418240000,0.225715190
1658228240438711040,0.225894496
1658228240459144448,0.226072714
1658228240478373632,0.219236702
1658228240497795584,0.219153970
1658228240518105856,0.225206777
1658228240538088704,0.225359678
1658228240557607936,0.225511461
1658228240579599104,0.220168859
1658228240597563392,0.220114350
1658228240619180032,0.220906720
1658228240638512384,0.220886245
1658228240660056320,0.220864415
1658228240677249280,0.212734431
1658228240698068736,0.212408617
1658228240717844480,0.209036261
1658228240738327040,0.208596811
1658228240757470976,0.208158746
1658228240779185408,0.211677060
1658228240797353472,0.211386368
1658228240818681344,0.212396562
1658228240837953792,0.212156564
1658228240859145472,0.211917788
1658228240877979392,0.213324577
1658228240897324800,0.213144675
1658228240918872064,0.215278074
1658228240937264384,0.215183377
1658228240957863680,0.215088964
1658228240978736128,0.220028907
1658228240998104576,0.220124766
1658228241018578688,0.212429002
1658228241038741248,0.212226450
1658228241059715584,0.212021410
1658228241078265088,0.217764944
1658228241098734848,0.217780456
1658228241118990336,0.214838758
1658228241137719552,0.214742184
1658228241158156032,0.214645386
1658228241177824000,0.224104583
1658228241199025408,0.224358767
1658228241218157824,0.218927041
1658228241238062848,0.218965888
1658228241259543040,0.219004363
1658228241278803456,0.219022244
1658228241297187072,0.219059885
1658228241317532928,0.218429834
1658228241337998336,0.218443260
1658228241357417472,0.218456388
1658228241377658880,0.225416824
1658228241398042880,0.225686461
1658228241417405440,0.224921033
1658228241438069248,0.225149855
1658228241459451136,0.225378320
1658228241481313024,0.220413834
1658228241497321984,0.220452324
1658228241517797888,0.224974230
1658228241538367488,0.225181311
1658228241557383680,0.225387007
1658228241578047744,0.223379046
1658228241597368064,0.223508015
1658228241618223104,0.228313878
1658228241637625088,0.228620544
1658228241659322624,0.228927985
1658228241677295360,0.223316699
1658228241697597184,0.223404571
1658228241717802496,0.226932392
1658228241737750784,0.227149040
1658228241757515520,0.227364317
1658228241777971712,0.218048692
1658228241797300992,0.217908919
1658228241817667072,0.219125763
1658228241838272768,0.219039768
1658228241859791872,0.218952894
1658228241878104320,0.215424910
1658228241897504512,0.215207890
1658228241918954496,0.214759141
1658228241938188800,0.214534223
1658228241957568512,0.214308739
1658228241977901824,0.214302391
1658228241997458432,0.214084536
1658228242018128128,0.212502360
1658228242037303296,0.212231308
1658228242059282176,0.211959511
1658228242078448384,0.213848561
1658228242098506496,0.213658273
1658228242118007296,0.214240566
1658228242137612800,0.214079231
1658228242157858816,0.213917330
1658228242177775872,0.216250524
1658228242197210112,0.216181397
1658228242217367296,0.216895580
1658228242238046464,0.216860130
1658228242259617792,0.216827571
1658228242277862912,0.221546993
1658228242297441280,0.221689299
1658228242317824768,0.219263539
1658228242338293248,0.219306901
1658228242357643520,0.219349921
1658228242378053888,0.224064514
1658228242399306752,0.224282727
1658228242417412096,0.223568022
1658228242438682368,0.223746091
1658228242459454464,0.223922506
1658228242478584576,0.224550024
1658228242498087936,0.224746913
1658228242517383680,0.223673105
1658228242538206976,0.223822594
1658228242557665024,0.223973408
1658228242578283264,0.221998572
1658228242597304832,0.222073704
1658228242617554944,0.224556282
1658228242637202688,0.224723473
1658228242659872768,0.224887758
1658228242677865984,0.224250659
1658228242698325760,0.224384904
1658228242719943680,0.225103348
1658228242738152448,0.225258350
1658228242757980672,0.225412339
1658228242777659648,0.223188818
1658228242798148608,0.223255455
1658228242817367808,0.226753771
1658228242837665536,0.226950824
1658228242860021248,0.227147698
1658228242878094080,0.218501896
1658228242897208576,0.218368068
1658228242917534464,0.223517761
1658228242937308160,0.223590374
1658228242958159872,0.223661602
1658228242980855552,0.219715089
1658228242998392832,0.219635740
1658228243017236992,0.228399366
1658228243037607424,0.228656366
1658228243059879936,0.228915066
1658228243077588736,0.217037275
1658228243097875200,0.216840670
1658228243118221056,0.219075501
1658228243137778176,0.218966797
1658228243157291264,0.218858227
1658228243177904640,0.215925068
1658228243197450496,0.215714857
1658228243217961728,0.209555596
1658228243238326272,0.209120393
1658228243259117824,0.208684579
1658228243278062080,0.211284637
1658228243298285824,0.210959926
1658228243317359104,0.214490175
1658228243338217984,0.214312628
1658228243357537792,0.214134827
1658228243379173632,0.218105331
1658228243397359360,0.218088135
1658228243417701632,0.218431294
1658228243437434624,0.218424454
1658228243459538432,0.218416944
1658228243478800640,0.221672669
1658228243497248000,0.221789956
1658228243517251584,0.217395768
1658228243537935616,0.217338070
1658228243557745664,0.217278689
1658228243577886464,0.225223169
1658228243597681408,0.225463733
1658228243618627072,0.222324803
1658228243637330944,0.222435087
1658228243659061504,0.222544655
1658228243677455872,0.220682129
1658228243698353408,0.220719472
1658228243717269760,0.221487612
1658228243738006272,0.221552894
1658228243757189120,0.221616045
1658228243777922560,0.221967742
1658228243797140736,0.222041398
1658228243817358336,0.219163463
1658228243837039360,0.219125316
1658228243859384576,0.219085410
1658228243878440448,0.222403571
1658228243898177024,0.222489342
1658228243917573120,0.225966021
1658228243937493760,0.226179376
1658228243959169024,0.226391852
1658228243977316352,0.226860240
1658228243997736192,0.227081314
1658228244017208064,0.229492784
1658228244037548544,0.229796678
1658228244059910656,0.230100185
1658228244077174016,0.221949190
1658228244098043392,0.221932307
1658228244117329920,0.222371295
