bag_time_ns,data
1671607365001566720,0.234063715
1671607365021242112,0.234058738
1671607365041802240,0.231593579
1671607365061355776,0.231496334
1671607365081722624,0.231399536
1671607365100979712,0.234431431
1671607365121406976,0.234452218
1671607365140886272,0.234247908
1671607365161668864,0.234256640
1671607365182982144,0.234265059
1671607365201516800,0.234138072
1671607365221606144,0.234138563
1671607365240971520,0.235261902
1671607365261533696,0.235304713
1671607365281755392,0.235348985
1671607365301183232,0.235923678
1671607365321772032,0.235992014
1671607365341072384,0.236840174
1671607365361494016,0.236939222
1671607365383010560,0.237040192
1671607365401485056,0.234967023
1671607365421872128,0.234989375
1671607365441068544,0.237472817
1671607365461180416,0.237582311
1671607365481724416,0.237691447
1671607365501057536,0.236493394
1671607365521464320,0.236556306
1671607365541792512,0.237653315
1671607365561081856,0.237755805
1671607365582557184,0.237860888
1671607365600880896,0.238360360
1671607365621312256,0.238477200
1671607365641743360,0.240424529
1671607365661073408,0.240611568
1671607365681842432,0.240802929
1671607365701381632,0.237392321
1671607365721119488,0.237443447
1671607365742887680,0.237969920
1671607365761169920,0.238037437
1671607365782646784,0.238103539
1671607365801247744,0.234636068
1671607365821468160,0.234577894
1671607365841717760,0.234600082
1671607365860985600,0.234543964
1671607365881639168,0.234484404
1671607365900911104,0.232109025
1671607365921160448,0.231963590
1671607365941406464,0.230844840
1671607365960780032,0.230661854
1671607365983631360,0.230477110
1671607366000930048,0.232498407
1671607366021460224,0.232392177
1671607366040835328,0.231765881
1671607366060952576,0.231639743
1671607366081424384,0.231513694
1671607366101814272,0.234968171
1671607366120835840,0.234969839
1671607366141234432,0.231988057
1671607366162015488,0.231875256
1671607366182893568,0.231761590
1671607366201276672,0.235122740
1671607366221676800,0.235137910
1671607366241307648,0.233904600
1671607366261966080,0.233870462
1671607366281367296,0.233834639
1671607366301686528,0.238687724
1671607366321142784,0.238832682
1671607366341560320,0.235258684
1671607366362010368,0.235265449
1671607366383101696,0.235272303
1671607366402131712,0.236963481
1671607366421806848,0.237031713
1671607366441055232,0.235458091
1671607366461793536,0.235461682
1671607366481018624,0.235465765
1671607366501472512,0.234582990
1671607366520837120,0.234552383
1671607366541117184,0.235307202
1671607366561816576,0.235305414
1671607366582938368,0.235303432
1671607366601379072,0.235108614
1671607366621708800,0.235101402
1671607366641851648,0.236810371
1671607366661377792,0.236868560
1671607366681818880,0.236926869
1671607366700995328,0.237816647
1671607366721382912,0.237908766
1671607366741805056,0.237094000
1671607366761995008,0.237152159
1671607366783211776,0.237210259
1671607366801607936,0.237924233
1671607366820781568,0.238005787
1671607366840916736,0.241903663
1671607366861496064,0.242132306
1671607366881726976,0.242363125
1671607366901313536,0.238158748
1671607366921528320,0.238220036
1671607366941796608,0.237115890
1671607366961206784,0.237134561
1671607366982592512,0.237156272
1671607367001026048,0.234070450
1671607367021756416,0.233977169
1671607367041139200,0.234839752
1671607367061710080,0.234782010
1671607367081162496,0.234723523
1671607367101463296,0.232813045
1671607367121771008,0.232685998
1671607367141175040,0.230599299
1671607367161954304,0.230406955
1671607367182992384,0.230210036
1671607367201447424,0.231111750
1671607367221846784,0.230953276
1671607367240822272,0.229795352
1671607367261524992,0.229595006
1671607367281658112,0.229394674
1671607367301146624,0.233855814
1671607367321421056,0.233830243
1671607367341748992,0.231425479
1671607367360977664,0.231315732
1671607367383406848,0.231204346
1671607367401614080,0.236121476
1671607367420881408,0.236191556
1671607367441106176,0.233945116
1671607367461555456,0.233938724
