1671607408399817984,-12.06910,-8.56759,-51.57200,0.26857,0.80793,0.49210,0.18155,
1671607411199994112,-12.79844,-9.33581,-59.73571,0.26415,0.93242,0.18336,0.16489,
1671607414099942912,-12.22216,-9.53909,-67.71630,0.18448,0.89938,0.28559,0.27481,
1671607417499993088,-10.45213,-13.17430,-75.34925,-0.16185,0.91930,0.17815,0.31137,
1671607421599887872,-11.30899,-13.38912,-83.30516,0.50772,-0.82190,-0.08978,-0.24215,
1671607444199800064,-3.12816,-13.16906,-83.67585,0.63130,-0.39251,0.64498,-0.17720,
1671607444599909120,5.60741,-11.21004,-83.67894,0.62016,-0.41583,0.63152,-0.20897,
1671607444899927040,14.00293,-11.21595,-83.68007,0.60782,-0.43263,0.62081,-0.24079,
1671607445299879936,22.58659,-9.41112,-83.34833,0.55983,-0.40027,0.72510,-0.02466,
1671607445899880960,14.01676,-10.55094,-83.13859,0.68321,-0.30022,0.63827,0.18899,
1671607449000048128,6.67001,-14.88808,-83.14664,0.59422,-0.23397,0.75315,0.15788,
1671607450499998976,-2.04215,-13.77253,-83.15489,0.59580,-0.20835,0.76261,0.14156,
1671607451899996928,-11.37435,-13.00896,-83.18035,0.60577,-0.17335,0.76557,0.12994,
1671607452899894016,-19.22788,-14.63745,-83.19662,0.59064,-0.16217,0.78154,0.11847,
1671607453499992064,-28.59565,-14.77130,-83.18838,0.57415,-0.14023,0.79805,0.11753,
1671607454299973888,-37.26937,-14.50674,-83.22910,0.58455,-0.10863,0.79643,0.11045,
1671607455099959040,-46.76047,-13.69555,-83.14246,0.58056,-0.10432,0.79688,0.13057,
1671607456299790080,-55.04265,-12.48037,-83.13945,0.56624,-0.07872,0.80829,0.14086,
1671607457099938048,-63.60697,-14.31913,-83.13953,0.54530,-0.04986,0.82317,0.15019,
1671607458099896064,-72.85201,-12.14656,-83.13966,0.52663,-0.01059,0.83379,0.16538,
1671607458899834880,-81.62852,-15.54785,-83.13983,0.47399,0.01066,0.86370,0.17101,
1671607459299958016,-84.03349,-23.94286,-83.13986,0.41067,0.01420,0.89701,0.16284,
1671607459599975936,-87.67065,-31.81473,-83.09267,0.55995,0.02954,0.82693,0.04206,
1671607459899998976,-96.18224,-34.54214,-83.09154,0.51374,0.06046,0.85553,-0.02209,
1671607460299877888,-106.82519,-32.09703,-83.09182,0.50697,0.08553,0.85600,-0.05417,
1671607462099896064,-116.10833,-28.68619,-83.09189,0.47220,0.26546,0.80017,-0.25744,
1671607462899891968,-118.47677,-20.51236,-83.09197,0.43357,0.43500,0.70325,-0.35810,
1671607463599897088,-109.04329,-20.54217,-83.09010,0.47672,0.49741,0.62423,-0.36832,
1671607464299876096,-100.90499,-17.64225,-83.09203,0.42879,0.52151,0.56985,-0.46844,
1671607464799812096,-92.59485,-18.59319,-83.09445,0.48971,0.50351,0.54336,-0.45980,
1671607465699881984,-85.53135,-14.75008,-83.09212,0.46621,0.52658,0.49670,-0.50858,
1671607466699803904,-81.71344,-7.40747,-83.09259,-0.42412,-0.52786,-0.47335,0.56341,
1671607467299836928,-78.72801,1.28061,-83.10037,0.43243,0.55451,0.45055,-0.55003,
1671607467699812096,-76.00950,11.59697,-83.10472,0.44080,0.58878,0.42912,-0.52430,
1671607468199996928,-83.41311,14.98700,-83.11188,0.32080,0.63973,0.45598,-0.52907,
1671607468699923968,-87.40158,22.89778,-83.14487,0.34773,0.67951,0.36504,-0.53301,
1671607469099927040,-87.55592,30.97008,-83.12382,0.26702,0.72177,0.34606,-0.53664,
1671607469599886080,-85.55379,39.09847,-83.09232,0.21301,0.76383,0.30914,-0.52500,
1671607470099964928,-81.43845,46.56934,-83.09231,0.18735,0.78628,0.25473,-0.53083,
1671607470699875072,-76.72866,54.89157,-83.09234,0.15119,0.82279,0.19115,-0.51345,
1671607471199801088,-70.89192,60.54217,-83.09237,0.11931,0.84384,0.15390,-0.50001,
1671607471799825920,-67.10613,68.85873,-83.09241,0.08063,0.86748,0.08235,-0.48393,
1671607472199822080,-59.88961,72.87875,-83.06882,-0.34337,-0.64534,-0.22057,0.64574,
1671607473000019968,-50.43876,75.93537,-83.06242,-0.27320,-0.62747,-0.28105,0.67280,
1671607473499898880,-43.48458,71.59085,-83.05739,0.13012,-0.61076,0.14916,0.76667,
1671607473799920896,-36.55686,67.32062,-83.05471,-0.34579,-0.60592,-0.27926,0.65977,
1671607475099900928,-29.15942,62.67080,-83.01197,-0.20717,-0.62645,-0.22351,0.71742,
1671607476399808000,-21.03532,63.77992,-82.94323,-0.02931,-0.68927,-0.07808,0.71969,
1671607477099945984,-13.02479,65.08834,-82.94731,-0.02803,-0.69309,-0.06917,0.71697,
1671607478099891968,-3.55678,67.23035,-82.94839,-0.06807,-0.70035,-0.07714,0.70635,
1671607479000073984,4.90757,67.71316,-82.96737,0.24449,-0.66295,0.22817,0.66982,
1671607480000055040,13.41433,66.62308,-82.97211,0.05747,-0.70126,0.06299,0.70778,
1671607481099928064,22.28443,66.44941,-82.97645,0.04386,-0.69425,0.06962,0.71502,
1671607482299888896,30.56845,68.03740,-82.96525,-0.00232,0.71721,-0.06192,-0.69410,
1671607483099877120,39.00593,70.12567,-82.96044,0.01042,0.72545,-0.10068,-0.68079,
1671607484099941888,47.14618,70.79625,-82.96117,0.03364,0.73893,-0.12689,-0.66087,
1671607485199790080,55.02235,72.41342,-82.96562,0.05181,0.75210,-0.16784,-0.63521,
