1671607379199823104,-15.82302,-10.95519,11.41842,-0.25839,0.86907,0.06358,-0.41702,-19.15237,-12.11087,10.27832,
1671607379299911936,-15.85749,-10.82477,11.71842,0.84679,-0.46848,0.24095,0.07358,-0.68934,2.60839,1.49630,
1671607379399885056,-15.88902,-10.77509,11.84191,0.84788,-0.47110,0.23568,0.06014,-0.63054,0.99376,0.97296,
1671607379499952896,-15.90721,-10.69998,12.14191,0.89661,-0.37095,0.24183,0.00203,-0.36394,1.50219,1.04835,
1671607379599794944,-15.91541,-10.52799,12.41427,0.87194,-0.43221,0.22852,0.02649,-0.16400,3.43974,0.71274,
1671607379699885056,-15.93656,-10.31342,12.71427,0.89409,-0.38885,0.22224,0.00283,-0.42290,4.29146,0.74672,
1671607379799984896,-15.95867,-10.09692,13.01427,0.88264,-0.41492,0.22011,0.01836,-0.44220,4.32992,0.57057,
1671607379899813888,-15.97240,-9.98234,13.31427,0.90937,-0.35208,0.22155,0.00131,-0.27461,2.29171,0.53842,
1671607380000024064,-16.02794,-9.92735,13.61427,0.92156,-0.31949,0.22054,-0.00466,-1.11077,1.09969,0.52649,
1671607380099876096,-16.19568,-9.81996,13.91427,0.92110,-0.32340,0.21673,-0.00484,-3.35484,2.14783,0.47572,
1671607380199960064,-16.24999,-9.76391,14.21427,0.91738,-0.33560,0.21393,-0.00411,-1.08616,1.12109,0.41374,
1671607380299791872,-16.24202,-9.65914,14.51427,0.90957,-0.35824,0.21056,0.00197,0.15928,2.09539,0.37460,
1671607380399889920,-16.18127,-9.50825,14.81427,0.91450,-0.34802,0.20630,-0.00166,1.21500,3.01776,0.33082,
1671607380499983872,-16.13162,-9.34399,15.11427,0.92471,-0.32114,0.20425,-0.00848,0.99309,3.28509,0.27788,
1671607380599826944,-16.14573,-9.16186,15.41427,0.93589,-0.28641,0.20450,-0.01630,-0.28227,3.64260,0.24961,
1671607380699912960,-16.20007,-9.09360,15.71427,0.94144,-0.26913,0.20191,-0.02222,-1.08682,1.36520,0.22673,
1671607380799876096,-16.25729,-9.11654,16.01427,0.94175,-0.27234,0.19623,-0.02070,-1.14426,-0.45872,0.19292,
1671607380899969024,-16.36662,-9.10043,16.31427,0.94066,-0.27795,0.19362,-0.02042,-2.18667,0.32228,0.17346,
1671607381000040960,-16.50404,-9.05223,16.61427,0.94108,-0.27697,0.19343,-0.01556,-2.74836,0.96390,0.15075,
1671607381099894016,-16.53826,-8.92536,16.91427,0.94276,-0.27410,0.18964,-0.01066,-0.68449,2.53747,0.10390,
1671607381199962112,-16.46677,-8.96522,17.21427,0.94663,-0.26510,0.18299,-0.01140,1.42990,-0.79732,0.10413,
1671607381299795968,-16.40255,-9.08405,17.51427,0.94582,-0.27228,0.17665,-0.00897,1.28430,-2.37657,0.09060,
1671607381399894016,-16.46933,-9.22413,17.81427,0.95085,-0.26292,0.16308,-0.01292,-1.33559,-2.80153,0.06528,
1671607381499994112,-16.67505,-9.23587,18.11427,0.94995,-0.26523,0.16457,-0.01278,-4.11431,-0.23484,0.03821,
1671607381599830016,-16.87983,-9.07352,18.41427,0.94784,-0.27401,0.16274,-0.00658,-4.09571,3.24707,0.02280,
1671607381699915008,-17.05647,-8.92610,18.71427,0.94660,-0.27931,0.16099,-0.00275,-3.53279,2.94835,0.00808,
1671607381799881984,-17.08207,-8.84821,19.01427,0.94766,-0.27884,0.15545,-0.00369,-0.51190,1.55787,-0.00474,
1671607381899976960,-16.99452,-8.79842,19.31427,0.94670,-0.28559,0.14894,-0.00267,1.75088,0.99563,-0.00670,
1671607382000036096,-16.95564,-8.73584,19.58814,0.94874,-0.28062,0.14525,-0.00681,0.77763,1.25159,-0.02202,
1671607382099878912,-17.06270,-8.66210,19.85633,0.95107,-0.27476,0.14121,-0.00546,-2.14127,1.47495,-0.02787,
1671607382199973888,-17.14951,-8.60128,20.10454,0.95334,-0.26756,0.13929,-0.01264,-1.73617,1.21633,-0.04304,
1671607382299824896,-17.19754,-8.48937,20.33697,0.94969,-0.28083,0.13830,-0.00926,-0.96058,2.23828,-0.05096,
1671607382399918080,-17.19010,-8.36366,20.55538,0.93966,-0.30902,0.14656,-0.00841,0.14881,2.51403,-0.05975,
1671607382499875072,-17.10085,-8.35004,20.76438,0.92453,-0.35470,0.13924,-0.00746,1.78505,0.27251,-0.06616,
1671607382599966976,-17.09823,-8.34737,20.95588,0.91608,-0.38388,0.11347,-0.02369,0.05231,0.05345,-0.08578,
1671607382699810048,-17.18713,-8.32956,20.86421,0.74742,-0.65723,-0.07690,-0.05924,-1.77798,0.35613,-0.30687,
1671607382799909888,-17.35215,-8.23395,20.70825,0.78914,-0.58557,-0.14648,-0.11364,-3.30031,1.91215,-0.35339,
1671607382899990016,-17.55042,-8.08290,20.52313,0.80022,-0.57555,-0.13420,-0.10187,-3.96546,3.02101,-0.35664,
1671607383000056064,-17.66141,-7.96904,20.30946,0.79534,-0.58086,-0.13676,-0.10649,-2.21975,2.27715,-0.36231,
1671607383099922944,-17.75954,-7.87601,20.06996,0.79766,-0.57581,-0.13942,-0.11292,-1.96259,1.86061,-0.36602,
1671607383199895040,-17.74409,-7.84517,19.80731,0.79924,-0.57282,-0.14142,-0.11442,0.30893,0.61696,-0.36705,
1671607383299982080,-17.74207,-7.77504,19.51931,0.80072,-0.56931,-0.14621,-0.11551,0.04051,1.40242,-0.37001,
1671607383399821056,-17.82263,-7.70160,19.21931,0.80030,-0.56737,-0.15248,-0.11984,-1.61122,1.46887,-0.37069,
1671607383499918080,-17.99245,-7.62657,18.91931,0.80161,-0.56529,-0.15067,-0.12313,-3.39648,1.50056,-0.37102,
1671607383599895040,-18.07718,-7.46960,18.61931,0.80556,-0.56009,-0.14697,-0.12560,-1.69464,3.13948,-0.37438,
1671607383699976960,-18.00548,-7.40263,18.31931,0.80863,-0.55594,-0.14203,-0.12990,1.43397,1.33946,-0.37807,
1671607383799803904,-17.84236,-7.35449,18.01931,0.81302,-0.55074,-0.13931,-0.12754,3.26248,0.96272,-0.38219,
1671607383899894016,-17.70320,-7.24883,17.71931,0.81337,-0.55030,-0.13765,-0.12901,2.78319,2.11327,-0.38097,
1671607384000088064,-17.62335,-7.25835,17.41931,0.81833,-0.54569,-0.13164,-0.12343,1.59705,-0.19044,-0.38580,
1671607384099945984,-17.47568,-7.40618,17.11931,0.81857,-0.54429,-0.13331,-0.12617,2.95338,-2.95664,-0.38248,
1671607384199896064,-17.44134,-7.46270,16.81931,0.82231,-0.54025,-0.13094,-0.12159,0.68676,-1.13042,-0.38864,
1671607384299977984,-17.40209,-7.56261,16.51931,0.82652,-0.53508,-0.13128,-0.11543,0.78502,-1.99818,-0.38911,
1671607384399833088,-17.44818,-7.65098,16.21931,0.82278,-0.53865,-0.13654,-0.11938,-0.92183,-1.76746,-0.38361,
1671607384499928064,-17.57864,-7.65728,15.91931,0.82545,-0.53420,-0.13847,-0.11872,-2.60918,-0.12587,-0.38635,
1671607384599885056,-17.68333,-7.59584,15.61931,0.83489,-0.51984,-0.13494,-0.12048,-2.09381,1.22880,-0.38756,
1671607384699968000,-17.69475,-7.52087,15.31931,0.84490,-0.50576,-0.13179,-0.11391,-0.22831,1.49943,-0.39633,
1671607384799814912,-17.57050,-7.47824,15.01931,0.85101,-0.49755,-0.13076,-0.10549,2.48497,0.85242,-0.39804,
1671607384899913984,-17.53764,-7.50472,14.71931,0.84764,-0.50101,-0.13718,-0.10803,0.65707,-0.52945,-0.39186,
1671607385000122112,-17.62254,-7.61912,14.41931,0.84700,-0.50203,-0.13633,-0.10940,-1.69795,-2.28808,-0.38570,
1671607385099977984,-17.76901,-7.59757,14.11931,0.84926,-0.49775,-0.13538,-0.11258,-2.92944,0.43105,-0.38624,
1671607385199813120,-17.72211,-7.53671,13.81931,0.86286,-0.47750,-0.13125,-0.10118,0.93811,1.21712,-0.39620,
1671607385299897088,-17.63537,-7.52161,13.51931,0.87358,-0.45867,-0.13362,-0.09286,1.73473,0.30198,-0.40429,
1671607385399994112,-17.62312,-7.67979,13.21931,0.87052,-0.46411,-0.13655,-0.09024,0.24509,-3.16345,-0.39414,
1671607385499849984,-17.67024,-7.81379,12.91931,0.86991,-0.46574,-0.13498,-0.09010,-0.94240,-2.68004,-0.38752,
1671607385599948032,-17.67262,-7.90638,12.61931,0.87007,-0.46456,-0.13366,-0.09645,-0.04772,-1.85173,-0.38583,
1671607385699783936,-17.65222,-7.89338,12.31931,0.88000,-0.45242,-0.11700,-0.08504,0.40807,0.25994,-0.39518,
1671607385799990016,-17.61390,-7.86452,12.01931,0.87802,-0.44697,-0.14052,-0.09774,0.76645,0.57716,-0.38725,
1671607385899832064,-17.57942,-7.83461,11.71931,0.87992,-0.44177,-0.14210,-0.10191,0.68958,0.59821,-0.38739,
1671607386000035072,-17.52629,-7.78536,11.41931,0.87433,-0.45198,-0.14067,-0.10712,1.06258,0.98506,-0.37689,
1671607386099896064,-17.46396,-7.65153,11.11931,0.87329,-0.45345,-0.14018,-0.10997,1.24650,2.67659,-0.37011,
1671607386199991040,-17.45314,-7.56513,10.81931,0.87073,-0.45814,-0.13769,-0.11391,0.21647,1.72800,-0.36257,
1671607386299824896,-17.44715,-7.44802,10.51931,0.86659,-0.46572,-0.13620,-0.11652,0.11975,2.34207,-0.35375,
1671607386399918080,-17.43788,-7.27454,10.21931,0.87604,-0.45810,-0.10722,-0.10586,0.18552,3.46965,-0.35082,
1671607386499881984,-17.45577,-7.09591,9.91931,0.85635,-0.47650,-0.14953,-0.13133,-0.35792,3.57265,-0.34415,
1671607386599994112,-17.48549,-6.94036,9.61931,0.90592,-0.41207,-0.02816,-0.09330,-0.59424,3.11099,-0.31848,
1671607386699845888,-17.51173,-6.79260,9.31931,0.85657,-0.47878,-0.14105,-0.13101,-0.52480,2.95527,-0.33454,
1671607386799937024,-17.54520,-6.79932,9.01931,0.87731,-0.44100,-0.14951,-0.11615,-0.66953,-0.13444,-0.34831,
1671607386899777024,-17.55746,-6.82589,8.71931,0.85778,-0.46673,-0.16743,-0.13547,-0.24513,-0.53138,-0.34151,
1671607387000101888,-17.54076,-6.88663,8.41931,0.85479,-0.47523,-0.16427,-0.12851,0.33406,-1.21481,-0.33539,
1671607387099951104,-17.51914,-6.93636,8.11931,0.84657,-0.48923,-0.16761,-0.12600,0.43240,-0.99469,-0.33060,
