1671607417399889920,-0.01032,-0.00130,0.29320,0.99294,0.02264,-0.03713,-0.11032,0.14536,-0.21276,0.22564,
1671607417499993088,0.01365,-0.02590,0.26507,0.99302,0.02204,-0.03591,-0.11015,0.18779,-0.22572,0.17372,
1671607417599831040,0.03267,-0.04386,0.23710,0.99290,0.02264,-0.03532,-0.11128,0.21236,-0.23630,0.13212,
1671607417699909120,0.06247,-0.05586,0.20004,0.99291,0.02446,-0.03351,-0.11136,0.24415,-0.22748,0.08485,
1671607417799879168,0.09431,-0.06887,0.18833,0.99282,0.02665,-0.03095,-0.11247,0.27229,-0.23181,0.06592,
1671607417899971328,0.12044,-0.08013,0.17628,0.99271,0.02558,-0.02716,-0.11457,0.30475,-0.24045,0.05885,
1671607418000071936,0.15313,-0.09406,0.16830,0.99258,0.02533,-0.02471,-0.11630,0.34314,-0.25418,0.07264,
1671607418099920128,0.18553,-0.12143,0.17342,0.99217,0.02682,-0.02596,-0.11918,0.37694,-0.28724,0.09922,
1671607418199877376,0.22273,-0.15283,0.18673,0.99188,0.02569,-0.03162,-0.12050,0.41102,-0.31273,0.12166,
1671607418299973888,0.27373,-0.20013,0.20274,0.99146,0.02548,-0.03543,-0.12289,0.46051,-0.35678,0.12038,
1671607418399831040,0.32043,-0.23768,0.21743,0.99110,0.02374,-0.03760,-0.12544,0.48852,-0.37909,0.12274,
1671607418499921152,0.37423,-0.28703,0.23322,0.99065,0.02269,-0.03808,-0.12902,0.51893,-0.41064,0.12662,
1671607418599892224,0.43124,-0.33893,0.24787,0.99026,0.02341,-0.03674,-0.13223,0.54914,-0.44506,0.10448,
1671607418699982080,0.49244,-0.39568,0.25723,0.98976,0.02637,-0.03540,-0.13571,0.58329,-0.47809,-0.00073,
1671607418799816960,0.55622,-0.45678,0.25338,0.98920,0.02875,-0.03799,-0.13862,0.60735,-0.51223,-0.16037,
1671607418899934976,0.62264,-0.50948,0.22317,0.98859,0.03097,-0.04198,-0.14129,0.64165,-0.53903,-0.39862,
1671607419000006912,0.68971,-0.56125,0.16838,0.98812,0.03157,-0.04240,-0.14432,0.67776,-0.56061,-0.66959,
1671607419099996160,0.75595,-0.61571,0.08854,0.98764,0.03079,-0.04233,-0.14773,0.70078,-0.58473,-0.95525,
1671607419199836928,0.83789,-0.69598,-0.01995,0.98716,0.02980,-0.04184,-0.15125,0.74042,-0.63104,-1.25442,
