bag_time_ns,bag_time_utc,data
1671607365001566389,2022-12-21T07:22:45.001566389Z,0.23406371474266052
1671607365021242193,2022-12-21T07:22:45.021242193Z,0.23405873775482178
1671607365041801991,2022-12-21T07:22:45.041801991Z,0.23159357905387878
1671607365061355897,2022-12-21T07:22:45.061355897Z,0.23149633407592773
1671607365081722245,2022-12-21T07:22:45.081722245Z,0.2313995361328125
1671607365100979654,2022-12-21T07:22:45.100979654Z,0.2344314306974411
1671607365121407046,2022-12-21T07:22:45.121407046Z,0.23445221781730652
1671607365140886394,2022-12-21T07:22:45.140886394Z,0.23424790799617767
1671607365161668551,2022-12-21T07:22:45.161668551Z,0.23425664007663727
1671607365182982046,2022-12-21T07:22:45.182982046Z,0.23426505923271179
1671607365201516836,2022-12-21T07:22:45.201516836Z,0.23413807153701782
1671607365221605955,2022-12-21T07:22:45.221605955Z,0.23413856327533722
1671607365240971446,2022-12-21T07:22:45.240971446Z,0.23526190221309662
1671607365261533770,2022-12-21T07:22:45.261533770Z,0.23530471324920654
1671607365281755331,2022-12-21T07:22:45.281755331Z,0.23534898459911346
1671607365301183279,2022-12-21T07:22:45.301183279Z,0.23592367768287659
1671607365321772136,2022-12-21T07:22:45.321772136Z,0.23599201440811157
1671607365341072185,2022-12-21T07:22:45.341072185Z,0.23684017360210419
1671607365361493974,2022-12-21T07:22:45.361493974Z,0.23693922162055969
1671607365383010652,2022-12-21T07:22:45.383010652Z,0.2370401918888092
1671607365401484842,2022-12-21T07:22:45.401484842Z,0.23496702313423157
1671607365421872044,2022-12-21T07:22:45.421872044Z,0.23498937487602234
1671607365441068456,2022-12-21T07:22:45.441068456Z,0.23747281730175018
1671607365461180511,2022-12-21T07:22:45.461180511Z,0.23758231103420258
1671607365481724329,2022-12-21T07:22:45.481724329Z,0.23769144713878632
1671607365501057512,2022-12-21T07:22:45.501057512Z,0.23649339377880096
1671607365521464407,2022-12-21T07:22:45.521464407Z,0.23655630648136139
1671607365541792129,2022-12-21T07:22:45.541792129Z,0.23765331506729126
1671607365561081802,2022-12-21T07:22:45.561081802Z,0.23775580525398254
1671607365582557185,2022-12-21T07:22:45.582557185Z,0.23786088824272156
1671607365600880667,2022-12-21T07:22:45.600880667Z,0.23836036026477814
1671607365621311948,2022-12-21T07:22:45.621311948Z,0.2384772002696991
1671607365641743399,2022-12-21T07:22:45.641743399Z,0.24042452871799469
1671607365661073319,2022-12-21T07:22:45.661073319Z,0.24061156809329987
1671607365681842113,2022-12-21T07:22:45.681842113Z,0.24080292880535126
1671607365701381671,2022-12-21T07:22:45.701381671Z,0.23739232122898102
1671607365721119180,2022-12-21T07:22:45.721119180Z,0.23744344711303711
1671607365742887773,2022-12-21T07:22:45.742887773Z,0.23796992003917694
1671607365761170000,2022-12-21T07:22:45.761170000Z,0.23803743720054626
1671607365782646455,2022-12-21T07:22:45.782646455Z,0.23810353875160217
1671607365801247845,2022-12-21T07:22:45.801247845Z,0.23463606834411621
1671607365821467879,2022-12-21T07:22:45.821467879Z,0.23457789421081543
1671607365841717383,2022-12-21T07:22:45.841717383Z,0.23460008203983307
1671607365860985219,2022-12-21T07:22:45.860985219Z,0.23454396426677704
1671607365881639170,2022-12-21T07:22:45.881639170Z,0.23448440432548523
